,open,high,low,close,volume
2018-01-01,100.39294193186007,101.75449243808957,100.22055546801259,100.98752395305108,963573.5881745265
2018-01-02,99.76473295751323,100.32016569076006,98.9515700189135,99.63586785483679,1141554.1619178613
2018-01-03,102.37344337370847,102.92922354202422,101.31638319256156,102.12280336729289,987289.1330586884
2018-01-04,98.46411591355869,100.5002311203107,98.38539626827836,99.44281369429453,880859.1134773003
2018-01-05,98.95875821147654,98.96007303397401,97.58606740674813,98.27307022036106,836436.2671635046
2018-01-06,98.08796391091727,100.39206332258759,98.07365819989046,99.23286076123902,1135015.794605573
2018-01-07,102.55373942719488,103.02682269048177,101.37995871456926,102.20339070252551,894273.695447696
2018-01-08,105.1352598983391,105.7041421053779,102.65751847830546,104.18083029184169,749221.2114778985
2018-01-09,105.94890566638794,107.47667972398494,105.56771718312675,106.52219845355584,1118836.6881345354
2018-01-10,106.85527761098759,108.91376747092912,104.99154453506588,106.9526560029975,1136125.6832513355
2018-01-11,103.57925953521729,104.63172761397428,102.29995622321111,103.46584191859269,945754.4509143453
2018-01-12,104.72613631905025,105.86285208436695,104.42773632330605,105.1452942038365,1128080.4823704672
2018-01-13,105.96800957927226,106.18451704407278,105.03609570165084,105.6103063728618,683533.911692876
2018-01-14,104.98977525126935,106.58047494271716,103.49972433877697,105.04009964074707,903071.4136590983
2018-01-15,105.92799173626017,106.36486746509146,102.72056819546577,104.54271783027862,596475.0697764325
2018-01-16,104.62861869312734,104.85961242102454,103.03298850846973,103.94630046474714,1121358.251272217
2018-01-17,105.29659411593984,105.3966801606468,103.79384722614739,104.59526369339709,1035229.820963345
2018-01-18,105.06923616353143,106.32861243718872,103.90016604358112,105.11438924038492,938141.0712405748
2018-01-19,104.23174733291955,105.96954365070951,104.14423446201243,105.05688905636097,1286534.567334326
2018-01-20,102.70661006003901,103.58023794017907,100.79336281984762,102.18680038001334,1002906.2120795477
2018-01-21,102.15212362231262,105.19746142812423,101.4007274472061,103.29909443766516,1122255.48926444
2018-01-22,103.58485536385554,105.8199611809726,102.18316902683213,104.00156510390237,1438948.0151940726
2018-01-23,103.46366533673499,103.89626103086738,102.3055708445197,103.10091593769354,1062530.7964447187
2018-01-24,104.09694075509167,105.23606288210405,104.0826520035338,104.65935744281893,760634.7583473328
2018-01-25,105.19144374211773,105.20681734217821,103.88054067384998,104.5436790080141,741360.4721876692
2018-01-26,103.86474415037188,105.6412414679373,103.6103950581483,104.6258182630428,980665.1513711027
2018-01-27,105.31515201444897,106.08961613590284,103.38144126002733,104.73552869796508,1124168.265109901
2018-01-28,104.33939970979131,104.59994937579687,100.84191754031937,102.72093345805811,1311784.812681542
2018-01-29,101.5562739012445,103.87961039209242,101.40411109179041,102.64186074194141,1335508.3229854815
2018-01-30,102.67084207696595,103.23643520031057,100.04529511307788,101.64086515669423,1265525.257831478
2018-01-31,99.01372071083236,100.18776473494603,98.55110138921128,99.36943306207866,814023.6411674642
2018-02-01,101.20278112484645,103.22615504735337,100.4638177507412,101.84498639904729,983774.6586352834
2018-02-02,101.45279026703294,101.52821893404003,100.23711359811877,100.8826662660794,839841.018918961
2018-02-03,100.56698218569345,102.0922572862301,100.31027598225597,101.20126663424303,729999.7532609705
2018-02-04,104.59594004603854,104.64981363559127,102.71276096504553,103.6812873003184,1125421.8796139949
2018-02-05,104.63391849883048,107.36706650659943,104.12639555523653,105.74673103091799,1435193.0672902889
2018-02-06,108.02158560781459,108.14748886147102,106.83095586039943,107.48922236093523,1213045.4417313775
2018-02-07,106.8146049028469,109.02767201589,106.24545945147055,107.63656573368027,1005974.4420064595
2018-02-08,107.41898787451949,108.9164358172828,105.95875361980217,107.43759471854248,957925.2245787679
2018-02-09,106.4033885838261,107.0616377340587,105.41105262547003,106.23634517976437,954442.7156998311
2018-02-10,107.60156752743376,109.55413420240191,107.32327191762447,108.43870306001318,1073209.8243548225
2018-02-11,111.56927003369866,111.81239042049562,107.66624949346915,109.73931995698238,1178785.7115759498
2018-02-12,109.51606127784274,110.8370028534346,108.58654750792381,109.71177518067921,1393437.28965125
2018-02-13,111.23532112714389,112.63367329367058,110.16525754939006,111.39946542153032,1201269.0876289546
2018-02-14,112.3775740252397,114.29787827616039,111.24076457913088,112.76932142764564,1354645.130074547
2018-02-15,111.93812013012722,115.16782509626607,111.14109392741511,113.1544595118406,1306523.4108127912
2018-02-16,111.82821110605965,113.99482573393885,111.3607491992316,112.67778746658523,902765.4325071344
2018-02-17,112.45647417326445,113.32523731821794,112.07589623816565,112.7005667781918,933489.6751029906
2018-02-18,113.05005482603076,113.47376198358783,109.98089863135229,111.72733030747007,1007647.7308488421
2018-02-19,113.35410584511474,116.17544102907215,112.17464880170397,114.17504491538806,942202.5742190988
2018-02-20,115.04320497405932,116.28351929707829,114.99517305920149,115.63934617813989,981201.486005688
2018-02-21,115.0940177442762,117.50350237023875,114.48982795625037,115.99666516324456,835400.4277515755
2018-02-22,114.40214704445859,115.15348972500495,112.0861237356896,113.61980673034726,1383954.2245358943
2018-02-23,116.94401193947947,118.03550903838997,115.83030763353592,116.93290833596295,1631485.9824894143
2018-02-24,119.67016187633936,120.85530177020611,119.64996969890166,120.25263573455388,1049669.9539145548
2018-02-25,121.93559800168102,123.54038598938867,120.12110742911146,121.83074670925006,1207276.045684903
2018-02-26,124.16750261352698,126.91510269155727,123.67320140869951,125.29415205012839,882198.1504504564
2018-02-27,123.18044340299402,124.6686260206231,120.79510024943535,122.73186313502922,1069843.1365756032
2018-02-28,125.98994365152896,126.33092158483763,124.72063159011148,125.52577658747455,975930.651868097
2018-03-01,124.24083043180902,127.33101505685707,124.13014381164136,125.73057943424921,674390.706193441
2018-03-02,129.58945612260604,130.32545505350754,128.4125528557012,129.36900395460435,1000266.5475304448
2018-03-03,133.9538114943688,134.4446439121865,133.06102979433228,133.7528368532594,1066802.0709740727
2018-03-04,136.53225824968845,136.9859642451022,134.20177074306008,135.59386749408114,1307515.9980050407
2018-03-05,139.54874891226953,141.89420056098157,138.40857089454215,140.15138572776186,1112362.5251461426
2018-03-06,142.7177957741894,145.36595561453316,141.42822844100056,143.39709202776686,877776.1056688675
2018-03-07,147.16740644937602,151.66346052378827,145.97893837387306,148.82119944883067,1290067.2791091283
2018-03-08,152.10000386413876,153.79326588778727,147.9034157983522,150.84834084306974,1353570.7931497796
2018-03-09,150.79830376942772,152.4516207818631,149.92957847887143,151.19059963036727,871064.5400304875
2018-03-10,153.44501641460644,155.35803379555776,152.46175360809545,153.9098937018266,1301579.963258633
2018-03-11,154.56074022833536,157.7236178814427,154.0020580653561,155.8628379733994,760810.8110461632
2018-03-12,154.60015163038364,157.09300220360137,151.75889864543996,154.42595042452066,1199036.1754891917
2018-03-13,157.29411985016355,157.35294437545028,155.13980161502099,156.24637299523562,1259937.0378594692
2018-03-14,164.3121261311324,164.33177736393048,162.24214196671429,163.28695966532237,1083775.8836426777
2018-03-15,166.36347372398396,167.45847597153136,165.62092573703916,166.53970085428526,966821.8137784831
2018-03-16,168.06179262425903,170.29991245085253,165.1085204195633,167.7042164352079,693981.7233373799
2018-03-17,173.52495843884813,173.64095167271975,170.03672415106993,171.83883791189484,1022321.8718927988
2018-03-18,171.4407500374056,177.05053483716705,170.78910021298358,173.91981752507533,1165415.2319370345
2018-03-19,175.80257677192998,176.46404823256304,173.56747121260454,175.0157597225838,709671.2719680674
2018-03-20,181.55538802917357,183.69962078877106,179.71753004254862,181.70857541565985,867224.5659103707
2018-03-21,189.62343209357255,192.95773219746994,186.4730842157241,189.715408206597,1010856.6319960842
2018-03-22,188.6144025299809,190.17822191813488,187.2445236847006,188.71137280141775,681166.6729503283
2018-03-23,196.00295636420472,197.01629161572765,194.4696243920016,195.74295800386463,766528.0769705151
2018-03-24,202.20543870247275,202.57466489525297,196.4785697010317,199.52661729814233,1336350.6001224166
2018-03-25,213.65204127800183,214.17579056898404,208.68243925567907,211.42911491233156,990640.0283204055
2018-03-26,211.08478981079415,213.27322926871017,210.12338265924308,211.69830596397662,1418921.2258897317
2018-03-27,221.12371939383738,221.56225034679198,217.13665778544535,219.34945406611868,1100074.8289297677
2018-03-28,222.4712109758343,224.8454907248137,220.19347014617077,222.51948043549223,1237397.2232184657
2018-03-29,227.3723035995394,233.55328297195533,226.8787482113327,230.216015591644,1114989.2844294594
2018-03-30,228.66376326008222,235.58942282681167,227.54451515771797,231.5669689922648,1000296.4035900708
2018-03-31,237.3912470038048,246.6058087046386,237.04250666339402,241.8241576840163,998036.8649547128
2018-04-01,246.29075484160583,250.6742201424205,243.17173807216147,246.92297910729098,821514.9084667253
2018-04-02,251.586476558618,253.58005658350936,249.91809593592717,251.74907625971827,1154801.3929373526
2018-04-03,256.611916930072,260.88251689697546,253.9674162436727,257.42496657032405,1002269.1200611092
2018-04-04,264.08553964753924,265.2486997684895,261.9150447043983,263.5818722364439,1312020.1580838836
2018-04-05,275.02562907290627,278.3418693400394,273.5687059981011,275.95528766907023,1287512.4891685294
2018-04-06,278.0232288949307,282.79143289626455,274.8498365428795,278.820634719572,948888.7319526114
2018-04-07,283.54355449854484,283.8694504364341,272.74347575339505,278.30646309491453,1018634.3455830861
2018-04-08,291.1390788731892,292.3025575172843,288.15806406821093,290.2303107927476,1136046.6854381356
2018-04-09,295.2582339291487,298.60817497618746,290.12067982968375,294.3644274029356,1196844.3466757182
2018-04-10,296.62212813247857,301.14413923079206,296.55024309728515,298.8471911640386,870290.0616770793
2018-04-11,297.47277958534283,300.87919864878046,297.18478131928276,299.0319899840316,921332.3847142578
2018-04-12,304.02596254047205,306.8055126475602,303.5598300181424,305.18267133285127,1265741.7517593286
2018-04-13,318.34769012068443,319.178033088525,313.4327620316475,316.30539756008625,1193882.1363829456
2018-04-14,328.9856562996242,333.5019278377059,328.0891487157022,330.79553827670406,1017294.5043989136
2018-04-15,337.82605369679516,342.82283909383057,334.8267526841979,338.82479588901424,901423.037110093
2018-04-16,346.6252703233094,349.1310653692025,344.3565852225305,346.7438252958665,1042860.4065396514
2018-04-17,358.59874932281593,363.2638356805419,351.5124299505702,357.38813281555605,1301901.6359617296
2018-04-18,365.95839541665447,367.32388345342326,362.72292203085095,365.02340274213714,1139077.3782240336
2018-04-19,375.01715997938436,385.63349471227355,373.20940000015815,379.4214473562158,654832.4659986619
2018-04-20,392.27581768262513,398.66435752016855,384.31375476304436,391.48905614160645,875846.3668391316
2018-04-21,418.1835454431089,419.49037445588255,404.73361716986545,412.111995812874,986911.453872813
2018-04-22,434.8612303543958,437.75184889704093,427.8606708255746,432.80625986130775,1124667.1041174154
2018-04-23,454.6987330300721,465.58056642753877,453.20715632465846,459.39386137609864,609699.5825534024
2018-04-24,465.2694663899153,470.78011242783276,464.56785470901525,467.673983568424,758799.6383404266
2018-04-25,483.8207514845133,489.23166341837236,482.27276678183745,485.75221510010493,775328.4109355847
2018-04-26,508.2837528223788,517.2107667986692,498.1846904141356,507.69772860640245,599380.2286468189
2018-04-27,511.9819204105539,522.9331752423519,511.636102566385,517.2846389043684,690322.1939462837
2018-04-28,534.2017836623958,541.8950554972021,528.3701385998226,535.1325970485124,1087726.9926972946
2018-04-29,550.2127226125609,557.3605482913871,549.4587080568145,553.4096281741008,943413.6473283116
2018-04-30,563.2732152893332,567.7637314514681,560.4630681118982,564.1133997816831,913484.5485549549
2018-05-01,583.2215823624381,585.3137386572145,578.9164895279924,582.1151140926034,977958.147726369
2018-05-02,605.4525470107775,605.7139040755421,598.5276614187721,602.1207827471571,1022354.4633340461
2018-05-03,618.4890724889649,626.7415726887202,615.416018707168,621.0787956979441,1226948.3657169465
2018-05-04,652.0190132592296,660.585174811252,637.8338618633319,649.209518337292,1097241.101410871
2018-05-05,697.8273885285485,697.9978630858296,685.2857578870297,691.6418104864297,874984.7263864386
2018-05-06,749.1412958222762,752.8886965643738,725.1811325903267,739.0349145773503,949872.1420042284
2018-05-07,778.65459662637,781.5130737990565,765.7775188639288,773.6452963314927,707579.4908563191
2018-05-08,809.9599484491501,821.3237478124041,808.1256959711856,814.7247218917948,1026057.167753709
2018-05-09,842.6946934548099,846.3181666336714,823.2163659616284,834.7672662976499,1020526.1206032278
2018-05-10,877.2985612659405,883.4629312443228,866.2353146475466,874.8491229459347,1080216.2272353137
2018-05-11,888.4299277015251,905.1970831492995,885.7644448964745,895.480764022887,1125396.2047987948
2018-05-12,914.3863970574761,928.3673833096934,911.3547400309833,919.8610616703384,948028.0662927117
2018-05-13,958.9884434657259,973.2673520774387,950.9289340371774,962.098143057308,1032961.1759635735
2018-05-14,995.3229278355681,1020.5296504834935,984.9632399738713,1002.7464452286823,491263.4104600059
2018-05-15,1038.417827869553,1041.9702113541607,1019.9658985286419,1030.9680549414013,965812.1675927895
2018-05-16,1095.9842399165332,1096.5739384724327,1072.0497166514044,1084.3118275619186,1006332.3474130307
2018-05-17,1138.092156027939,1162.9142947327505,1134.8441539652372,1148.8792243489938,961775.4446966505
