date,open,high,low,close,volume
2010-01-01,106.60743587334387,107.94303577219804,103.6368537191832,104.96714153011233,834869.2634395716
2010-01-02,104.27420088732077,105.73345985599623,102.37448393721793,103.61188077469839,804933.2644619555
2010-01-03,110.12043617870418,111.21163951717162,110.02878148045876,110.11614841200324,1025513.6466107825
2010-01-04,124.62317445214654,127.25661560820646,124.11172649328503,125.37382923238141,814538.5492138721
2010-01-05,121.77972252925457,125.44355921377684,119.4564159598224,123.05967774144598,865941.8839101102
2010-01-06,118.51193318396845,122.59516572367684,117.58134829288241,120.74569042825209,819769.0097322091
2010-01-07,136.6741470918663,137.05664276698772,135.21575338332306,136.5652008396239,952049.3350471718
2010-01-08,143.34337387138635,145.61754604163812,141.72294722390774,144.26693038745094,1014284.996087361
2010-01-09,136.69661165297023,142.95999298018737,136.05110097512394,139.59956878439934,957347.6111974039
2010-01-10,145.87793881469605,148.80107804078006,143.1323124231552,145.05255147655689,1306581.2930823253
2010-01-11,140.42951628026304,141.02425301485178,140.3700936317806,140.4457568047302,1162221.3808906276
2010-01-12,136.05173285377944,139.69631777236367,135.51225049309537,135.81584152532554,843393.440280219
2010-01-13,136.97987039177073,139.62676503137692,136.14579598272877,138.2628464972838,1065121.1362886843
2010-01-14,120.70563029021912,121.5250143224514,115.69194927801755,119.15742630700373,859867.7795873405
2010-01-15,103.90162494122278,104.2347633406313,99.81574769097548,101.93563023817133,920975.2143438624
2010-01-16,98.24349763166497,98.68682755143078,96.13517493366832,96.34013720205951,1095839.440655208
2010-01-17,86.73039325777671,88.68602942083456,85.74929829493021,86.2392082550132,1133129.9981167822
2010-01-18,88.13250335963232,90.24839915263296,87.34016543273283,89.40906383726386,882513.5971422011
2010-01-19,80.578218390973,82.42579496673696,78.3277581544228,80.35620533834967,779026.0826428982
2010-01-20,66.10798329915714,66.52231998307553,65.03268708013643,66.26055058129467,1017540.6995448662
2010-01-21,82.63477732905359,82.65649435518274,79.3795467256161,80.94442052680813,1086924.4817163888
2010-01-22,78.8864553247413,80.46616171370667,78.64712312233995,78.71403977824069,872342.233876655
2010-01-23,77.61962157263432,81.03138046428539,77.44272980798729,79.41670408141785,1163310.9035131196
2010-01-24,65.06803262704754,65.69010639723612,63.654818466630594,65.1966044755812,1127858.6006530882
2010-01-25,61.00525150936018,61.34587924364557,59.31560461981311,59.7801594866273,869425.7928192789
2010-01-26,60.97894680729585,61.225356993339446,59.62165878756288,60.91676764002387,1226032.4371718327
2010-01-27,49.3857275570093,49.513755935151806,49.11557906352479,49.434214122098766,1232145.4568634985
2010-01-28,54.30841593324847,54.36405052785329,53.154187148943244,53.218576561853396,1413533.6211247249
2010-01-29,47.44451921103071,47.91340999632699,46.95452379388638,47.23957191896327,1342351.943596755
2010-01-30,45.36189313566484,45.479742017704034,44.11235086743525,44.35001667732841,819477.3554951566
2010-01-31,38.774837328734996,38.80155006922962,37.97164904449909,38.36033281133237,1184996.5041731603
2010-02-01,57.044694554902144,57.19780145547201,56.19607184820567,56.91049691271966,1175925.8593178627
2010-02-02,56.646268105982514,58.22827736176416,55.936312302044925,56.80290692163825,930303.3601154261
2010-02-03,45.870893689779535,47.01484436641849,45.59163840538612,46.253179888377154,1090984.9456132064
2010-02-04,54.47557988373944,54.81538050545056,54.06340947204443,54.506011265706974,624475.2699552365
2010-02-05,42.71907261280769,43.239663675686266,42.28791760348338,42.32495702229466,618922.8664214067
2010-02-06,44.940490414159925,45.122406885054104,43.6342360425006,44.44097522864014,657071.6119065301
2010-02-07,24.651014280174337,25.322564188921124,24.576371365065768,24.87165624614029,1077851.3842853454
2010-02-08,11.581315641588047,11.777808154685436,11.513086184852904,11.617178013453909,1087301.8263840124
2010-02-09,13.779735318747111,13.951613382106737,13.259118086201026,13.613172628443053,945223.177365116
2010-02-10,20.648649339748413,21.54847285976602,20.55420739945682,21.025220684695086,1344233.8257518527
2010-02-11,22.52377140324095,23.250790211719554,22.180441685395685,22.7662857528927,1197415.080581857
2010-02-12,21.46676585249614,21.705602858953625,21.315884153526163,21.637185185308212,680337.3630420337
2010-02-13,18.918140670612264,19.122958068295823,18.580260582620866,18.653530485713247,965605.1588229154
2010-02-14,3.8395928699285493,3.9741146522176787,3.814324892459057,3.8956928383368847,812062.9367637393
2010-02-15,1.0171340910269697,1.020910724980129,0.9938177866018847,1.0,1082799.173744302
